,sale_date,lat,lng,community,sqft,sqft_scaled,sqft_lot,sqft_lot_scaled,h3_07,h3_08,h3_10,month,year,week,community_index,log_price_scaled,cls_community,cls_year,cls_week,cls_property,predicted_value,predicted_price
34,2025-01-01,47.4907762656514,-122.178964324634,827,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5533ffffff,8828d5533dfffff,8a28d5533c27fff,1,2025,1,8,-0.19228616499972037,0.19294649362564087,0.07961957901716232,0.10717502981424332,0.1595081388950348,13.81372356414795,998214.625
35,2025-01-01,47.4576838158103,-122.187748329247,827,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5534ffffff,8828d55341fffff,8a28d5534047fff,1,2025,1,8,0.31865122703949395,0.19294649362564087,0.07961957901716232,0.10717502981424332,0.1595081388950348,13.81372356414795,998214.625
36,2025-01-01,47.4921598072263,-122.145969760492,827,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5532ffffff,8828d55325fffff,8a28d5532417fff,1,2025,1,8,0.274117486555051,0.19294649362564087,0.07961957901716232,0.10717502981424332,0.1595081388950348,13.81372356414795,998214.625
37,2025-01-01,47.4754861147148,-122.34267278606,146,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d552dffffff,8828d552ddfffff,8a28d552dd0ffff,1,2025,1,3,-1.0524568111697887,0.07013745605945587,0.118033267557621,0.14747095108032227,0.23586569726467133,13.401688575744629,661118.625
38,2025-01-01,47.5665817913646,-122.375035461626,146,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5555ffffff,8828d5555dfffff,8a28d5555ce7fff,1,2025,1,3,0.1326847670604175,0.07013745605945587,0.118033267557621,0.14747095108032227,0.23586569726467133,13.401688575744629,661118.625
39,2025-01-01,47.6393171792889,-122.38662459287,82,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d555affffff,8828d555a7fffff,8a28d555a6effff,1,2025,1,1,-0.08448356133279174,0.3692589998245239,0.11723426729440689,0.1339360922574997,0.23361042141914368,13.679046630859375,872437.8125
40,2025-01-01,47.5413327899383,-122.384077779324,146,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5573ffffff,8828d55739fffff,8a28d5573837fff,1,2025,1,3,1.653403803594241,0.07013745605945587,0.118033267557621,0.14747095108032227,0.23586569726467133,13.401688575744629,661118.625
41,2025-01-01,47.5441990727942,-122.380131316389,146,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5573ffffff,8828d55739fffff,8a28d5573897fff,1,2025,1,3,0.3685290980280116,0.07013745605945587,0.118033267557621,0.14747095108032227,0.23586569726467133,13.401688575744629,661118.625
42,2025-01-01,47.5469291611874,-122.389217445328,146,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5573ffffff,8828d5573bfffff,8a28d5573b9ffff,1,2025,1,3,-0.8204441002173203,0.07013745605945587,0.118033267557621,0.14747095108032227,0.23586569726467133,13.401688575744629,661118.625
43,2025-01-01,47.5459130255335,-122.370742364358,146,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5573ffffff,8828d5573dfffff,8a28d5573ca7fff,1,2025,1,3,-0.9196293681239447,0.07013745605945587,0.118033267557621,0.14747095108032227,0.23586569726467133,13.401688575744629,661118.625
44,2025-01-01,47.5441582900312,-122.378185260755,146,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5573ffffff,8828d5573dfffff,8a28d5573d4ffff,1,2025,1,3,-0.15928204628540574,0.07013745605945587,0.118033267557621,0.14747095108032227,0.23586569726467133,13.401688575744629,661118.625
45,2025-01-01,47.5115643540718,-122.380893426636,146,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5574ffffff,8828d55741fffff,8a28d5574057fff,1,2025,1,3,-0.6282572237772511,0.07013745605945587,0.118033267557621,0.14747095108032227,0.23586569726467133,13.401688575744629,661118.625
46,2025-01-01,47.512369919237,-122.392446144844,199,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5574ffffff,8828d55743fffff,8a28d557436ffff,1,2025,1,5,0.5923214745959772,0.15485107898712158,0.10548757016658783,0.13240090012550354,0.21082741022109985,13.486600875854492,719708.0
47,2025-01-01,47.5133203358467,-122.365473172183,146,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5574ffffff,8828d55745fffff,8a28d55744affff,1,2025,1,3,-0.969596877757802,0.07013745605945587,0.118033267557621,0.14747095108032227,0.23586569726467133,13.401688575744629,661118.625
48,2025-01-01,47.5197492091655,-122.377340751736,146,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5574ffffff,8828d55747fffff,8a28d55746effff,1,2025,1,3,-1.5565355442511488,0.07013745605945587,0.118033267557621,0.14747095108032227,0.23586569726467133,13.401688575744629,661118.625
49,2025-01-01,47.5176607100685,-122.372788441641,146,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5574ffffff,8828d55747fffff,8a28d55746a7fff,1,2025,1,3,-0.9831522022646995,0.07013745605945587,0.118033267557621,0.14747095108032227,0.23586569726467133,13.401688575744629,661118.625
50,2025-01-01,47.5072861339369,-122.374318650016,146,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5574ffffff,8828d5574dfffff,8a28d5574c5ffff,1,2025,1,3,-1.338203208054616,0.07013745605945587,0.118033267557621,0.14747095108032227,0.23586569726467133,13.401688575744629,661118.625
51,2025-01-01,47.5201452535589,-122.348881234499,146,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5576ffffff,8828d55761fffff,8a28d55761a7fff,1,2025,1,3,0.1419764274469758,0.07013745605945587,0.118033267557621,0.14747095108032227,0.23586569726467133,13.401688575744629,661118.625
52,2025-01-01,47.5241024225915,-122.353610117353,146,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5576ffffff,8828d55761fffff,8a28d55760e7fff,1,2025,1,3,-0.49812082746468683,0.07013745605945587,0.118033267557621,0.14747095108032227,0.23586569726467133,13.401688575744629,661118.625
53,2025-01-01,47.5288611418165,-122.357375548938,146,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5576ffffff,8828d55763fffff,8a28d5576287fff,1,2025,1,3,-0.2786252139373,0.07013745605945587,0.118033267557621,0.14747095108032227,0.23586569726467133,13.401688575744629,661118.625
54,2025-01-01,47.5277098755188,-122.354095825659,146,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5576ffffff,8828d55767fffff,8a28d557676ffff,1,2025,1,3,-0.49289181873384763,0.07013745605945587,0.118033267557621,0.14747095108032227,0.23586569726467133,13.401688575744629,661118.625
55,2025-01-01,47.5548930039085,-122.37991136775,146,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5573ffffff,8828d55737fffff,8a28d557370ffff,1,2025,1,3,-0.31882967970898574,0.07013745605945587,0.118033267557621,0.14747095108032227,0.23586569726467133,13.401688575744629,661118.625
56,2025-01-01,47.5490227227939,-122.37157268458,146,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5573ffffff,8828d55735fffff,8a28d557352ffff,1,2025,1,3,-1.2774212917071774,0.07013745605945587,0.118033267557621,0.14747095108032227,0.23586569726467133,13.401688575744629,661118.625
57,2025-01-01,47.5573334225009,-122.384924045514,82,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5573ffffff,8828d55733fffff,8a28d5573297fff,1,2025,1,1,-0.6565582676377216,0.3692589998245239,0.11723426729440689,0.1339360922574997,0.23361042141914368,13.679046630859375,872437.8125
58,2025-01-01,47.5474198501399,-122.380058091876,146,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5573ffffff,8828d55731fffff,8a28d5573117fff,1,2025,1,3,-0.15928204628540574,0.07013745605945587,0.118033267557621,0.14747095108032227,0.23586569726467133,13.401688575744629,661118.625
59,2025-01-01,47.6406240095224,-122.407245420781,199,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d555bffffff,8828d555b5fffff,8a28d555b477fff,1,2025,1,5,1.7609515211563478,0.15485107898712158,0.10548757016658783,0.13240090012550354,0.21082741022109985,13.486600875854492,719708.0
60,2025-01-01,47.6444945935854,-122.409245591251,199,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d555bffffff,8828d555b7fffff,8a28d555b78ffff,1,2025,1,5,1.7336623289182878,0.15485107898712158,0.10548757016658783,0.13240090012550354,0.21082741022109985,13.486600875854492,719708.0
61,2025-01-01,47.5274240424237,-122.37975546069,146,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5570ffffff,8828d55701fffff,8a28d5570107fff,1,2025,1,3,0.1139605435541315,0.07013745605945587,0.118033267557621,0.14747095108032227,0.23586569726467133,13.401688575744629,661118.625
62,2025-01-01,47.533031518177,-122.375647872847,146,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5570ffffff,8828d55701fffff,8a28d557009ffff,1,2025,1,3,-0.6551329062711554,0.07013745605945587,0.118033267557621,0.14747095108032227,0.23586569726467133,13.401688575744629,661118.625
63,2025-01-01,47.5319087015179,-122.390571167976,146,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5570ffffff,8828d55703fffff,8a28d557032ffff,1,2025,1,3,0.31865122703949395,0.07013745605945587,0.118033267557621,0.14747095108032227,0.23586569726467133,13.401688575744629,661118.625
64,2025-01-01,47.5331458568688,-122.372959224068,146,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5570ffffff,8828d55705fffff,8a28d5570447fff,1,2025,1,3,-1.0489293460408333,0.07013745605945587,0.118033267557621,0.14747095108032227,0.23586569726467133,13.401688575744629,661118.625
65,2025-01-01,47.5346661860478,-122.374291480444,146,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5570ffffff,8828d55707fffff,8a28d557044ffff,1,2025,1,3,0.12615278116161452,0.07013745605945587,0.118033267557621,0.14747095108032227,0.23586569726467133,13.401688575744629,661118.625
66,2025-01-01,47.6345328827192,-122.401450517395,199,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d555bffffff,8828d555a3fffff,8a28d555bc97fff,1,2025,1,5,1.8404883991451038,0.15485107898712158,0.10548757016658783,0.13240090012550354,0.21082741022109985,13.486600875854492,719708.0
67,2025-01-01,47.5244678804687,-122.378784015594,146,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5570ffffff,8828d55709fffff,8a28d5570897fff,1,2025,1,3,-0.22588857815854124,0.07013745605945587,0.118033267557621,0.14747095108032227,0.23586569726467133,13.401688575744629,661118.625
68,2025-01-01,47.5241789801768,-122.368288429012,146,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5570ffffff,8828d5570dfffff,8a28d5570d87fff,1,2025,1,3,-0.35458697622076796,0.07013745605945587,0.118033267557621,0.14747095108032227,0.23586569726467133,13.401688575744629,661118.625
69,2025-01-01,47.5456847527002,-122.356345609941,146,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5572ffffff,8828d55721fffff,8a28d55723b7fff,1,2025,1,3,-0.8080240714026174,0.07013745605945587,0.118033267557621,0.14747095108032227,0.23586569726467133,13.401688575744629,661118.625
70,2025-01-01,47.5486221416511,-122.364968507186,146,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5572ffffff,8828d55723fffff,8a28d5572257fff,1,2025,1,3,-0.4669657686202848,0.07013745605945587,0.118033267557621,0.14747095108032227,0.23586569726467133,13.401688575744629,661118.625
71,2025-01-01,47.5321198658166,-122.356012615962,146,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5572ffffff,8828d55729fffff,8a28d5572917fff,1,2025,1,3,-1.0036728808243385,0.07013745605945587,0.118033267557621,0.14747095108032227,0.23586569726467133,13.401688575744629,661118.625
72,2025-01-01,47.5387449483444,-122.36745917078,146,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5572ffffff,8828d5572bfffff,8a28d5572b57fff,1,2025,1,3,-1.0002369533051347,0.07013745605945587,0.118033267557621,0.14747095108032227,0.23586569726467133,13.401688575744629,661118.625
73,2025-01-01,47.5395728111968,-122.366974903788,146,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5572ffffff,8828d5572bfffff,8a28d5572a2ffff,1,2025,1,3,-1.0694613357889036,0.07013745605945587,0.118033267557621,0.14747095108032227,0.23586569726467133,13.401688575744629,661118.625
74,2025-01-01,47.5496030321891,-122.386415383872,146,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5573ffffff,8828d55731fffff,8a28d5573067fff,1,2025,1,3,-0.04305876782229238,0.07013745605945587,0.118033267557621,0.14747095108032227,0.23586569726467133,13.401688575744629,661118.625
75,2025-01-01,47.5290638997443,-122.391893693154,199,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5570ffffff,8828d5570bfffff,8a28d5570ae7fff,1,2025,1,5,0.5923214745959772,0.15485107898712158,0.10548757016658783,0.13240090012550354,0.21082741022109985,13.486600875854492,719708.0
76,2025-01-01,47.5299136566392,-122.348792928659,146,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5576ffffff,8828d55767fffff,8a28d5576607fff,1,2025,1,3,-2.4277729836854833,0.07013745605945587,0.118033267557621,0.14747095108032227,0.23586569726467133,13.401688575744629,661118.625
77,2025-01-01,47.4816566800399,-122.338078757845,146,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d552dffffff,8828d552d5fffff,8a28d552d507fff,1,2025,1,3,-1.6761694628041004,0.07013745605945587,0.118033267557621,0.14747095108032227,0.23586569726467133,13.401688575744629,661118.625
78,2025-01-01,47.5096867214665,-122.331484809208,146,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d552bffffff,8828d552b9fffff,8a28d552b85ffff,1,2025,1,3,-0.8582114310580025,0.07013745605945587,0.118033267557621,0.14747095108032227,0.23586569726467133,13.401688575744629,661118.625
79,2025-01-01,47.4944249424427,-122.224237216963,146,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5504ffffff,8828d55045fffff,8a28d550696ffff,1,2025,1,3,-0.8677747318870872,0.07013745605945587,0.118033267557621,0.14747095108032227,0.23586569726467133,13.401688575744629,661118.625
80,2025-01-01,47.5025345972646,-122.233776989379,146,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5500ffffff,8828d55047fffff,8a28d550469ffff,1,2025,1,3,-0.2716608386849193,0.07013745605945587,0.118033267557621,0.14747095108032227,0.23586569726467133,13.401688575744629,661118.625
81,2025-01-01,47.5022001262335,-122.252146777723,146,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5500ffffff,8828d55055fffff,8a28d550096ffff,1,2025,1,3,-0.6565582676377216,0.07013745605945587,0.118033267557621,0.14747095108032227,0.23586569726467133,13.401688575744629,661118.625
82,2025-01-01,47.5055636082448,-122.26980993515,146,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5505ffffff,8828d55057fffff,8a28d5505747fff,1,2025,1,3,-2.120961787780401,0.07013745605945587,0.118033267557621,0.14747095108032227,0.23586569726467133,13.401688575744629,661118.625
83,2025-01-01,47.5021147426137,-122.226163542453,146,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5506ffffff,8828d5506bfffff,8a28d5506a07fff,1,2025,1,3,-0.8049320233697693,0.07013745605945587,0.118033267557621,0.14747095108032227,0.23586569726467133,13.401688575744629,661118.625
84,2025-01-01,47.5452365268851,-122.304369930762,146,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5508ffffff,8828d55081fffff,8a28d5508147fff,1,2025,1,3,-0.5324870649138,0.07013745605945587,0.118033267557621,0.14747095108032227,0.23586569726467133,13.401688575744629,661118.625
85,2025-01-01,47.5519988660893,-122.313032409474,146,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5509ffffff,8828d55083fffff,8a28d5508267fff,1,2025,1,3,-0.45413746575518876,0.07013745605945587,0.118033267557621,0.14747095108032227,0.23586569726467133,13.401688575744629,661118.625
86,2025-01-01,47.5486391717964,-122.287826922601,146,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5508ffffff,8828d55085fffff,8a28d5508437fff,1,2025,1,3,-0.6998368645688188,0.07013745605945587,0.118033267557621,0.14747095108032227,0.23586569726467133,13.401688575744629,661118.625
87,2025-01-01,47.539763773839,-122.290788656679,146,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5508ffffff,8828d5508dfffff,8a28d5508d1ffff,1,2025,1,3,-0.3618706098193376,0.07013745605945587,0.118033267557621,0.14747095108032227,0.23586569726467133,13.401688575744629,661118.625
88,2025-01-01,47.55997514348,-122.314939202875,146,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5509ffffff,8828d55095fffff,8a28d55094d7fff,1,2025,1,3,-0.6565582676377216,0.07013745605945587,0.118033267557621,0.14747095108032227,0.23586569726467133,13.401688575744629,661118.625
89,2025-01-01,47.5504442607536,-122.322205559788,146,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5509ffffff,8828d5509dfffff,8a28d5509c77fff,1,2025,1,3,-0.6852981048168177,0.07013745605945587,0.118033267557621,0.14747095108032227,0.23586569726467133,13.401688575744629,661118.625
90,2025-01-01,47.5587976183854,-122.268562407552,146,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d550affffff,8828d550a1fffff,8a28d550a197fff,1,2025,1,3,-0.22588857815854124,0.07013745605945587,0.118033267557621,0.14747095108032227,0.23586569726467133,13.401688575744629,661118.625
91,2025-01-01,47.5635733621943,-122.284179109486,146,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d550affffff,8828d550a3fffff,8a28d550a35ffff,1,2025,1,3,-0.46709450103228733,0.07013745605945587,0.118033267557621,0.14747095108032227,0.23586569726467133,13.401688575744629,661118.625
