community_id,num_locations,num_transactions,avg_sale_price,sale_price_std,price_per_sqft,locations,sale_price_trend,sale_price_volatility
10,6,7,910000.0,233987.1791359518,391.75960683062567,"8928d436857ffff, 8928d43681bffff, 8928d4368cbffff, 8928d4368c7ffff, 8928d4368c3ffff, 8928d4368cfffff",0.1502561153950735,0.5007767308995383
11,8,29,780034.4827586206,355411.1492593274,338.0707728851582,"8928d43685bffff, 8928d436843ffff, 8928d43684fffff, 8928d436abbffff, 8928d436a87ffff, 8928d436ab3ffff, 8928d436a17ffff, 8928d43684bffff",0.15038986635877705,0.5025691517659328
12,8,9,832194.4444444445,191326.85303259976,282.67159889858823,"8928d436c7bffff, 8928d436c4bffff, 8928d436c6fffff, 8928d436c57ffff, 8928d436c6bffff, 8928d436c67ffff, 8928d436c73ffff, 8928d436897ffff",0.13406219332643657,0.380232466554897
13,6,8,767250.0,276440.6581890587,333.6446507460661,"8928d4371c7ffff, 8928d437113ffff, 8928d4371d7ffff, 8928d43718bffff, 8928d4371b7ffff, 8928d43719bffff",0.1680122461685836,0.575134730278761
14,14,25,781316.0,207033.57347058473,314.25802595890906,"8928d436a4bffff, 8928d436a47ffff, 8928d436a0bffff, 8928d436a43ffff, 8928d436ad7ffff, 8928d436ac3ffff, 8928d436ac7ffff, 8928d436a8bffff, 8928d436a5bffff, 8928d436a57ffff, 8928d436a1bffff, 8928d43452fffff, 8928d436a53ffff, 8928d436a13ffff",0.10613672107249861,0.5002011158986605
15,20,35,1000272.4285714285,504910.98737779143,413.4447369239694,"8928d43633bffff, 8928d436e6fffff, 8928d434583ffff, 8928d436e8fffff, 8928d434593ffff, 8928d436e73ffff, 8928d4345abffff, 8928d436e0bffff, 8928d436e7bffff, 8928d4345a7ffff, 8928d4345bbffff, 8928d434517ffff, 8928d436e4fffff, 8928d4345a3ffff, 8928d43451bffff, 8928d436e0fffff, 8928d436e63ffff, 8928d436337ffff, 8928d436e67ffff, 8928d43458fffff",0.38986080211570334,1.2364172677263414
16,15,58,545920.6896551724,241656.78462376507,365.61878786554433,"8928d436967ffff, 8928d5cb6c7ffff, 8928d5cb6c3ffff, 8928d5cb653ffff, 8928d436b27ffff, 8928d5cb6cbffff, 8928d5cb61bffff, 8928d5cb6cfffff, 8928d436b2fffff, 8928d5cb6d7ffff, 8928d436b2bffff, 8928d436b37ffff, 8928d434d93ffff, 8928d436bafffff, 8928d436b23ffff",0.1300371874722217,0.5535591477566908
17,16,41,891521.0975609756,297727.11128160305,359.43364485332626,"8928d436833ffff, 8928d436863ffff, 8928d436807ffff, 8928d4368abffff, 8928d436873ffff, 8928d43686fffff, 8928d436847ffff, 8928d43687bffff, 8928d43680bffff, 8928d43683bffff, 8928d4368a7ffff, 8928d436823ffff, 8928d43682bffff, 8928d436867ffff, 8928d436877ffff, 8928d43680fffff",0.06590747264811665,0.324033073295367
18,25,43,883277.9069767442,330820.9830495215,510.6477820654907,"8928d5ce473ffff, 8928d5ce413ffff, 8928d5ce017ffff, 8928d5ce477ffff, 8928d5ce0b7ffff, 8928d5ce58bffff, 8928d5ce42bffff, 8928d5c0b63ffff, 8928d5ce4a3ffff, 8928d5ce5c7ffff, 8928d5ce0a3ffff, 8928d5ce54bffff, 8928d5ce467ffff, 8928d5ce0afffff, 8928d5ce0abffff, 8928d5ce407ffff, 8928d5ce0bbffff, 8928d5ce097ffff, 8928d5ce543ffff, 8928d5ce40fffff, 8928d5ce093ffff, 8928d5ce083ffff, 8928d5ce43bffff, 8928d5ce08fffff, 8928d5ce0b3ffff",0.09006453762980804,0.41679113861926437
19,13,92,596202.3260869565,137712.6470319478,379.1053151194885,"8928d5505c7ffff, 8928d5505cfffff, 8928d5505d7ffff, 8928d5505cbffff, 8928d550437ffff, 8928d5505dbffff, 8928d550557ffff, 8928d550427ffff, 8928d5505c3ffff, 8928d55059bffff, 8928d550553ffff, 8928d550543ffff, 8928d5505d3ffff",0.03969435984360083,0.2988892802312655
20,9,56,495844.71428571426,143854.71873072823,400.96439873829877,"8928d552adbffff, 8928d5505a7ffff, 8928d550587ffff, 8928d5505b3ffff, 8928d55058fffff, 8928d550583ffff, 8928d5505bbffff, 8928d5505abffff, 8928d5505a3ffff",0.05529918969101727,0.4051061194367148
21,18,140,651415.4,194879.24340043432,384.5275403101062,"8928d55045bffff, 8928d550443ffff, 8928d55312fffff, 8928d5504dbffff, 8928d5531afffff, 8928d550697ffff, 8928d550447ffff, 8928d550457ffff, 8928d553137ffff, 8928d553123ffff, 8928d55040bffff, 8928d550453ffff, 8928d55041bffff, 8928d553133ffff, 8928d553127ffff, 8928d5504cfffff, 8928d5504cbffff, 8928d55312bffff",0.0767059151622825,0.4406844255756599
22,19,162,548677.2654320988,156472.94286808794,419.96233790927084,"8928d550477ffff, 8928d55043bffff, 8928d5504a7ffff, 8928d5504abffff, 8928d55234bffff, 8928d550433ffff, 8928d5504bbffff, 8928d5504a3ffff, 8928d5504b3ffff, 8928d550417ffff, 8928d5504b7ffff, 8928d550403ffff, 8928d55040fffff, 8928d550473ffff, 8928d5504afffff, 8928d550487ffff, 8928d55048fffff, 8928d550413ffff, 8928d550407ffff",0.032025749958305746,0.21914740068908609
23,17,96,642051.46875,200806.31244082534,338.6000028497834,"8928d5504c3ffff, 8928d5531b3ffff, 8928d55226bffff, 8928d5504d3ffff, 8928d5531bbffff, 8928d55226fffff, 8928d550483ffff, 8928d55048bffff, 8928d5531a3ffff, 8928d5531a7ffff, 8928d55049bffff, 8928d5504c7ffff, 8928d553187ffff, 8928d5531b7ffff, 8928d5504d7ffff, 8928d55224bffff, 8928d550493ffff",0.05416055980905266,0.34776977603259007
24,15,106,605715.6226415094,147377.08978065787,389.00326164529076,"8928d550573ffff, 8928d55052bffff, 8928d550507ffff, 8928d550513ffff, 8928d55054fffff, 8928d55050bffff, 8928d55053bffff, 8928d550547ffff, 8928d550577ffff, 8928d550503ffff, 8928d550567ffff, 8928d55057bffff, 8928d55050fffff, 8928d550563ffff, 8928d55051bffff",0.03243603171477392,0.23428963025995297
25,26,239,770445.0083682009,349039.33825124963,441.33600074233,"8928d550423ffff, 8928d55054bffff, 8928d5500c3ffff, 8928d550467ffff, 8928d550017ffff, 8928d5500c7ffff, 8928d550013ffff, 8928d55009bffff, 8928d5500cfffff, 8928d5500abffff, 8928d55008bffff, 8928d550003ffff, 8928d5500d7ffff, 8928d550033ffff, 8928d5500bbffff, 8928d550083ffff, 8928d550087ffff, 8928d55042bffff, 8928d55046fffff, 8928d55042fffff, 8928d550093ffff, 8928d550007ffff, 8928d550097ffff, 8928d55008fffff, 8928d5500b3ffff, 8928d55001bffff",0.08953020560400649,0.4810445783233221
26,15,154,785491.3181818182,347396.88021709054,443.2764735874431,"8928d55044bffff, 8928d550463ffff, 8928d5506a3ffff, 8928d5500d3ffff, 8928d55047bffff, 8928d550687ffff, 8928d5506bbffff, 8928d55046bffff, 8928d5500dbffff, 8928d5506a7ffff, 8928d5506b3ffff, 8928d5506afffff, 8928d55044fffff, 8928d5506abffff, 8928d5506b7ffff",0.06024672792079132,0.36682192401978053
27,27,262,731068.8129770992,236318.89302041917,423.7769755468964,"8928d550193ffff, 8928d5501cfffff, 8928d550153ffff, 8928d5501c3ffff, 8928d55018bffff, 8928d5500afffff, 8928d55056bffff, 8928d5501c7ffff, 8928d5501d3ffff, 8928d550037ffff, 8928d550157ffff, 8928d5501dbffff, 8928d5500a3ffff, 8928d5500a7ffff, 8928d55011bffff, 8928d550117ffff, 8928d550183ffff, 8928d5501cbffff, 8928d550027ffff, 8928d55018fffff, 8928d5500b7ffff, 8928d550197ffff, 8928d550113ffff, 8928d5501d7ffff, 8928d55019bffff, 8928d55056fffff, 8928d55010bffff",0.025351213526789516,0.19636375095402425
28,7,47,534455.3191489362,141247.9754078374,330.491129208513,"8928d5523afffff, 8928d552333ffff, 8928d5523a3ffff, 8928d5523abffff, 8928d5523a7ffff, 8928d552edbffff, 8928d552337ffff",0.10902880494625704,0.5571971684052673
29,15,90,490007.0,139946.54048719222,369.35619962913114,"8928d552563ffff, 8928d55256bffff, 8928d552557ffff, 8928d5521d3ffff, 8928d552577ffff, 8928d55256fffff, 8928d55257bffff, 8928d55251bffff, 8928d55250fffff, 8928d55250bffff, 8928d552503ffff, 8928d552547ffff, 8928d552573ffff, 8928d552567ffff, 8928d5521d7ffff",0.06050881428531395,0.3895758066508541
30,22,136,668674.6911764706,229122.56224223913,399.059060322362,"8928d552543ffff, 8928d55254bffff, 8928d552017ffff, 8928d5520a3ffff, 8928d5520bbffff, 8928d5520abffff, 8928d552007ffff, 8928d55208bffff, 8928d552093ffff, 8928d552033ffff, 8928d552097ffff, 8928d55254fffff, 8928d552083ffff, 8928d5520afffff, 8928d5520a7ffff, 8928d552087ffff, 8928d5520b3ffff, 8928d552013ffff, 8928d55255bffff, 8928d55242fffff, 8928d55208fffff, 8928d55209bffff",0.04912537791173023,0.31575893052748066
31,21,117,626633.4957264957,214760.62080521917,359.15205714512086,"8928d55206fffff, 8928d552363ffff, 8928d552387ffff, 8928d5523c3ffff, 8928d552313ffff, 8928d55238fffff, 8928d55231bffff, 8928d5523d7ffff, 8928d5523d3ffff, 8928d552303ffff, 8928d5523c7ffff, 8928d55238bffff, 8928d552317ffff, 8928d552383ffff, 8928d552373ffff, 8928d55206bffff, 8928d55230fffff, 8928d552377ffff, 8928d552067ffff, 8928d55239bffff, 8928d552393ffff",0.08232460815107367,0.44135333932983595
32,22,176,559882.7272727273,161347.64958085545,378.1189898273378,"8928d552ed3ffff, 8928d55216bffff, 8928d552163ffff, 8928d552167ffff, 8928d552e83ffff, 8928d55210bffff, 8928d552e93ffff, 8928d55210fffff, 8928d55212fffff, 8928d552177ffff, 8928d55212bffff, 8928d552113ffff, 8928d552107ffff, 8928d55216fffff, 8928d552e9bffff, 8928d552103ffff, 8928d552e8bffff, 8928d552173ffff, 8928d552ed7ffff, 8928d55213bffff, 8928d55211bffff, 8928d55217bffff",0.03379027166206508,0.2628622434981007
33,15,66,610416.6666666666,175628.25718608673,380.6778004301269,"8928d5521cfffff, 8928d55215bffff, 8928d55214fffff, 8928d552397ffff, 8928d55214bffff, 8928d5521dbffff, 8928d552037ffff, 8928d552143ffff, 8928d552153ffff, 8928d55202fffff, 8928d5523b3ffff, 8928d552023ffff, 8928d552027ffff, 8928d552157ffff, 8928d5521cbffff",0.04413889008548436,0.2706949775966897
34,16,66,671744.696969697,315700.93768503633,375.28528189786937,"8928d5c8b53ffff, 8928d5524b3ffff, 8928d5c8b7bffff, 8928d5c8b73ffff, 8928d5524b7ffff, 8928d5c8b77ffff, 8928d5c8b67ffff, 8928d5c8b6bffff, 8928d5c8b4fffff, 8928d5c8b4bffff, 8928d5c8b47ffff, 8928d5c8b63ffff, 8928d5c8b6fffff, 8928d5c8b5bffff, 8928d5c8b0fffff, 8928d5c8b43ffff",0.17670927666912448,0.8804250203302799
35,14,83,523586.1445783133,149304.07444332083,367.44277919688267,"8928d552ec7ffff, 8928d552e13ffff, 8928d552ecfffff, 8928d552e0bffff, 8928d552ec3ffff, 8928d552e5bffff, 8928d552e53ffff, 8928d552e4bffff, 8928d552e03ffff, 8928d552e1bffff, 8928d552e57ffff, 8928d552e47ffff, 8928d552ecbffff, 8928d552e43ffff",0.03879958661200115,0.27401291389432586
36,17,104,564707.25,140463.97775831175,375.95320215057353,"8928d552423ffff, 8928d5524a7ffff, 8928d552427ffff, 8928d5525cfffff, 8928d552433ffff, 8928d5524afffff, 8928d5525cbffff, 8928d552437ffff, 8928d552553ffff, 8928d5525dbffff, 8928d5524bbffff, 8928d55243bffff, 8928d5525c3ffff, 8928d5525d3ffff, 8928d552407ffff, 8928d552417ffff, 8928d5524abffff",0.04657771311768521,0.2957228062224132
37,10,82,527280.4512195121,137408.15918652032,375.34482404015506,"8928d552e8fffff, 8928d552ebbffff, 8928d552e07ffff, 8928d552e17ffff, 8928d552eabffff, 8928d552ea3ffff, 8928d552e87ffff, 8928d552e33ffff, 8928d552eafffff, 8928d552eb3ffff",0.04195550904144303,0.26295135993141844
38,60,551,1480426.4718693285,810794.3755061508,563.4066616173565,"8928d42e9a3ffff, 8928d42e977ffff, 8928d55b6d3ffff, 8928d55b54bffff, 8928d55b55bffff, 8928d42e94fffff, 8928d55b6c3ffff, 8928d42ebb7ffff, 8928d42e907ffff, 8928d42e96fffff, 8928d42e97bffff, 8928d42e9abffff, 8928d42e90fffff, 8928d55b097ffff, 8928d42eb37ffff, 8928d42ebafffff, 8928d55b557ffff, 8928d55b40fffff, 8928d55b41bffff, 8928d55b477ffff, 8928d55b43bffff, 8928d55b403ffff, 8928d55b427ffff, 8928d55b083ffff, 8928d55b473ffff, 8928d55b6a7ffff, 8928d55b47bffff, 8928d55b44fffff, 8928d55b423ffff, 8928d55b46fffff, 8928d55b437ffff, 8928d55b467ffff, 8928d55b463ffff, 8928d55b5c3ffff, 8928d55b46bffff, 8928d55b4b7ffff, 8928d55b0d7ffff, 8928d42e937ffff, 8928d55b093ffff, 8928d55b413ffff, 8928d55b4cbffff, 8928d55b4a7ffff, 8928d55b447ffff, 8928d55b457ffff, 8928d55b4a3ffff, 8928d55b4afffff, 8928d55b5dbffff, 8928d55b40bffff, 8928d55b5cbffff, 8928d55b553ffff, 8928d55b4c7ffff, 8928d55b09bffff, 8928d55b42bffff, 8928d42e927ffff, 8928d55b0d3ffff, 8928d42e92fffff, 8928d55b42fffff, 8928d55b4cfffff, 8928d55b0dbffff, 8928d55b637ffff",0.094038990612365,0.47021459685369144
39,4,12,556333.3333333334,161057.61563973172,665.0274388375802,"8928d46ca57ffff, 8928d46ca0fffff, 8928d46ca47ffff, 8928d46ca73ffff",0.16564215709312402,0.4572676918898972
40,5,8,1564125.0,324422.3472188684,518.5167008928822,"8928d42cdc3ffff, 8928d42cd57ffff, 8928d42cdcbffff, 8928d42c887ffff, 8928d42cd47ffff",-0.008956248380297738,0.27094448326904913
41,3,3,943333.3333333334,649183.2475417776,407.10045326588016,"8928d42254fffff, 8928d422557ffff, 8928d42250bffff",0.6027136892990552,1.405416392001758
42,27,230,1298338.5347826087,700685.0210470534,746.1465417140262,"8928d540abbffff, 8928d54084bffff, 8928d540a13ffff, 8928d540a83ffff, 8928d540e2fffff, 8928d540e7bffff, 8928d540e2bffff, 8928d541dafffff, 8928d540a8fffff, 8928d540e67ffff, 8928d540e6bffff, 8928d540a87ffff, 8928d540843ffff, 8928d540ac7ffff, 8928d540ad3ffff, 8928d540e6fffff, 8928d540a17ffff, 8928d540a93ffff, 8928d540ac3ffff, 8928d54085bffff, 8928d540a8bffff, 8928d540a9bffff, 8928d540ad7ffff, 8928d540acfffff, 8928d540a97ffff, 8928d540adbffff, 8928d540e63ffff",0.0857246960424056,0.4324988352018162
43,18,194,1071837.3144329898,371468.4428232568,697.0810710172626,"8928d540aa7ffff, 8928d540aa3ffff, 8928d54086bffff, 8928d540bd3ffff, 8928d540ab7ffff, 8928d540a3bffff, 8928d540ab3ffff, 8928d540aafffff, 8928d540aabffff, 8928d54087bffff, 8928d540a33ffff, 8928d540bdbffff, 8928d540a07ffff, 8928d540a37ffff, 8928d540a23ffff, 8928d54084fffff, 8928d540bcbffff, 8928d540a27ffff",0.03829719448650488,0.2550659719058145
44,12,103,1297317.8834951457,390379.4900537268,621.3766439284635,"8928d540c0fffff, 8928d540c63ffff, 8928d540c13ffff, 8928d540c07ffff, 8928d540c67ffff, 8928d540c1bffff, 8928d540c0bffff, 8928d540c77ffff, 8928d540c57ffff, 8928d540c03ffff, 8928d540c3bffff, 8928d540c73ffff",0.08094897434926202,0.40740062696880525
45,31,376,969385.4202127659,301824.8067895549,622.0007662698691,"8928d54082bffff, 8928d540b8fffff, 8928d540943ffff, 8928d540827ffff, 8928d54086fffff, 8928d540b07ffff, 8928d540b87ffff, 8928d54095bffff, 8928d540953ffff, 8928d54082fffff, 8928d540877ffff, 8928d540b97ffff, 8928d540bbbffff, 8928d540b93ffff, 8928d540bd7ffff, 8928d54094bffff, 8928d540867ffff, 8928d540863ffff, 8928d540b83ffff, 8928d540bc7ffff, 8928d54094fffff, 8928d540b17ffff, 8928d540b13ffff, 8928d540b9bffff, 8928d540bc3ffff, 8928d540bb3ffff, 8928d540b8bffff, 8928d540ba3ffff, 8928d540bcfffff, 8928d540babffff, 8928d540b03ffff",0.014323040817278162,0.1980859778719737
46,30,313,913750.1373801917,429317.22577289975,564.3666886896358,"8928d54e483ffff, 8928d54e48bffff, 8928d54e413ffff, 8928d54e48fffff, 8928d54e487ffff, 8928d54e4b3ffff, 8928d54e4a3ffff, 8928d54e4c3ffff, 8928d540b53ffff, 8928d54e41bffff, 8928d54e4bbffff, 8928d540b1bffff, 8928d540b4fffff, 8928d54e4cfffff, 8928d54e40bffff, 8928d54e417ffff, 8928d54e457ffff, 8928d540b7bffff, 8928d54e4c7ffff, 8928d54e4b7ffff, 8928d54e403ffff, 8928d54e407ffff, 8928d540b0bffff, 8928d540b43ffff, 8928d540b57ffff, 8928d54e4abffff, 8928d540b47ffff, 8928d540b5bffff, 8928d540b4bffff, 8928d54e497ffff",0.08723848583361188,0.5323095747384524
47,15,203,1174369.1477832512,410179.6452938121,667.5228601659203,"8928d5409cbffff, 8928d540d6bffff, 8928d5409d3ffff, 8928d540837ffff, 8928d5408afffff, 8928d540807ffff, 8928d5408a7ffff, 8928d5409d7ffff, 8928d5409dbffff, 8928d540d63ffff, 8928d5409c3ffff, 8928d54083bffff, 8928d540823ffff, 8928d540833ffff, 8928d540d6fffff",0.04137797899982833,0.2872853267754276
